main_part_number,manufacturer,category,origin,price,deposit,overall_price,quantity
Жов.57,AIRSTAL,Towary BX,PL,16795.69000,100.00000,16895.69000,1
10-0789,AIRSTAL,Towary BX,PL,7013.48000,100.00000,7113.48000,1
10-0792,AIRSTAL,Towary BX,PL,9140.23000,100.00000,9240.23000,1
10-0841,AIRSTAL,Towary BX,PL,10553.51000,100.00000,10653.51000,1
0 986 047 910,BOSCH,Towary BX,PL,10827.11000,400.00000,11227.11000,1
0 986 047 910,BOSCH,Towary BX,PL,10827.11000,400.00000,11227.11000,1
DRA2311,REMY,Towary BX,PL,1679.95000,48.00000,1727.95000,1
JPR396,TRW,Towary BX,CZ,7346.94000,528.00000,7874.94000,1
0 986 435 357,BOSCH,Towary BX,PL,8885.32000,200.00000,9085.32000,1
10-0084,AIRSTAL,Towary BX,PL,7398.42000,100.00000,7498.42000,2
10-0390,AIRSTAL,Towary BX,PL,10677.94000,100.00000,10777.94000,1
10-0390,AIRSTAL,Towary BX,PL,10677.94000,100.00000,10777.94000,1
10-0725,Airstal,Towary BX,PL,7540.95000,100.00000,7640.95000,1
10-0725,Airstal,Towary BX,PL,7540.95000,100.00000,7640.95000,1
10-0567,AIRSTAL,Towary BX,PL,11464.40000,100.00000,11564.40000,1
526 013,HART ROZR.I ALTER.4,Towary BX,PL,782.16000,45.00000,827.16000,1
526 013,HART ROZR.I ALTER.4,Towary BX,PL,782.16000,45.00000,827.16000,1
526 014,HART ROZR.I ALTER.4,Towary BX,PL,3609.70000,45.00000,3654.70000,1
526 014,HART ROZR.I ALTER.4,Towary BX,PL,3609.70000,45.00000,3654.70000,3
526 014,HART ROZR.I ALTER.4,Towary BX,PL,3609.70000,45.00000,3654.70000,1
526 014,HART ROZR.I ALTER.4,Towary BX,PL,3609.70000,45.00000,3654.70000,1
526 014,HART ROZR.I ALTER.4,Towary BX,PL,3609.70000,45.00000,3654.70000,1
526 016,HART ROZR.I ALTER.4,Towary BX,PL,3907.26000,45.00000,3952.26000,1
526 016,HART ROZR.I ALTER.4,Towary BX,PL,3907.26000,45.00000,3952.26000,1
526 016,HART ROZR.I ALTER.4,Towary BX,PL,3907.26000,45.00000,3952.26000,1
526 017,HART ROZR.I ALTER.4,Towary BX,PL,1000.09000,45.00000,1045.09000,1
526 018,HART ROZR.I ALTER.4,Towary BX,PL,1214.08000,45.00000,1259.08000,1
526 018,HART ROZR.I ALTER.4,Towary BX,PL,1214.08000,45.00000,1259.08000,1
526 018,HART ROZR.I ALTER.4,Towary BX,PL,1214.08000,45.00000,1259.08000,1
526 022,HART ROZR.I ALTER.4,Towary BX,PL,2405.01000,45.00000,2450.01000,1
526 022,HART ROZR.I ALTER.4,Towary BX,PL,2405.01000,45.00000,2450.01000,1
526 022,HART ROZR.I ALTER.4,Towary BX,PL,2405.01000,45.00000,2450.01000,1
526 022,HART ROZR.I ALTER.4,Towary BX,PL,2405.01000,45.00000,2450.01000,1
526 023,HART ROZR.I ALTER.4,Towary BX,PL,3220.96000,45.00000,3265.96000,1
526 023,HART ROZR.I ALTER.4,Towary BX,PL,3220.96000,45.00000,3265.96000,1
526 024,HART ROZR.I ALTER.4,Towary BX,PL,1173.14000,45.00000,1218.14000,1
526 026,HART ROZR.I ALTER.4,Towary BX,PL,3796.92000,45.00000,3841.92000,1
526 026,HART ROZR.I ALTER.4,Towary BX,PL,3796.92000,45.00000,3841.92000,1
526 026,HART ROZR.I ALTER.4,Towary BX,PL,3796.92000,45.00000,3841.92000,1
526 026,HART ROZR.I ALTER.4,Towary BX,PL,3796.92000,45.00000,3841.92000,1
526 028,HART ROZR.I ALTER.4,Towary BX,PL,3912.79000,45.00000,3957.79000,1
526 028,HART ROZR.I ALTER.4,Towary BX,PL,3912.79000,45.00000,3957.79000,1
526 028,HART ROZR.I ALTER.4,Towary BX,PL,3912.79000,45.00000,3957.79000,1
526 028,HART ROZR.I ALTER.4,Towary BX,PL,3912.79000,45.00000,3957.79000,1
526 028,HART ROZR.I ALTER.4,Towary BX,PL,3912.79000,45.00000,3957.79000,1
526 034,HART ROZR.I ALTER.4,Towary BX,PL,1993.49000,45.00000,2038.49000,2
526 034,HART ROZR.I ALTER.4,Towary BX,PL,1993.49000,45.00000,2038.49000,1
526 034,HART ROZR.I ALTER.4,Towary BX,PL,1993.49000,45.00000,2038.49000,4
526 034,HART ROZR.I ALTER.4,Towary BX,PL,1993.49000,45.00000,2038.49000,1
526 034,HART ROZR.I ALTER.4,Towary BX,PL,1993.49000,45.00000,2038.49000,1
526 037,HART ROZR.I ALTER.4,Towary BX,PL,1976.11000,45.00000,2021.11000,1
526 047,HART ROZR.I ALTER.4,Towary BX,PL,1285.81000,45.00000,1330.81000,1
526 047,HART ROZR.I ALTER.4,Towary BX,PL,1285.81000,45.00000,1330.81000,1
526 047,HART ROZR.I ALTER.4,Towary BX,PL,1285.81000,45.00000,1330.81000,1
526 049,HART ROZR.I ALTER.4,Towary BX,PL,1948.56000,45.00000,1993.56000,1
526 049,HART ROZR.I ALTER.4,Towary BX,PL,1948.56000,45.00000,1993.56000,1
10-0648,AIRSTAL,Towary BX,PL,11100.66000,100.00000,11200.66000,1
10-0648,AIRSTAL,Towary BX,PL,11100.66000,100.00000,11200.66000,1
526 140,HART ROZR.I ALTER.4,Towary BX,PL,1493.24000,45.00000,1538.24000,1
526 140,HART ROZR.I ALTER.4,Towary BX,PL,1493.24000,45.00000,1538.24000,1
526 170,HART ROZR.I ALTER.4,Towary BX,PL,1457.45000,45.00000,1502.45000,2
526 170,HART ROZR.I ALTER.4,Towary BX,PL,1457.45000,45.00000,1502.45000,1
526 170,HART ROZR.I ALTER.4,Towary BX,PL,1457.45000,45.00000,1502.45000,1
526 171,HART ROZR.I ALTER.4,Towary BX,PL,1880.58000,45.00000,1925.58000,1
526 172,HART ROZR.I ALTER.4,Towary BX,PL,2679.65000,45.00000,2724.65000,1
526 172,HART ROZR.I ALTER.4,Towary BX,PL,2679.65000,45.00000,2724.65000,1
526 172,HART ROZR.I ALTER.4,Towary BX,PL,2679.65000,45.00000,2724.65000,1
526 173,HART ROZR.I ALTER.4,Towary BX,PL,768.21000,45.00000,813.21000,1
526 173,HART ROZR.I ALTER.4,Towary BX,PL,768.21000,45.00000,813.21000,1
526 173,HART ROZR.I ALTER.4,Towary BX,PL,768.21000,45.00000,813.21000,1
526 177,HART ROZR.I ALTER.4,Towary BX,PL,3510.95000,45.00000,3555.95000,1
526 177,HART ROZR.I ALTER.4,Towary BX,PL,3510.95000,45.00000,3555.95000,1
526 177,HART ROZR.I ALTER.4,Towary BX,PL,3510.95000,45.00000,3555.95000,1
526 177,HART ROZR.I ALTER.4,Towary BX,PL,3510.95000,45.00000,3555.95000,1
526 177,HART ROZR.I ALTER.4,Towary BX,PL,3510.95000,45.00000,3555.95000,1
0 986 473 070,BOSCH,Towary BX,PL,2724.48000,120.00000,2844.48000,1
0 986 473 070,BOSCH,Towary BX,PL,2724.48000,120.00000,2844.48000,1
526 181,HART ROZR.I ALTER.4,Towary BX,PL,1353.20000,45.00000,1398.20000,1
526 181,HART ROZR.I ALTER.4,Towary BX,PL,1353.20000,45.00000,1398.20000,1
526 181,HART ROZR.I ALTER.4,Towary BX,PL,1353.20000,45.00000,1398.20000,1
526 181,HART ROZR.I ALTER.4,Towary BX,PL,1353.20000,45.00000,1398.20000,1
526 181,HART ROZR.I ALTER.4,Towary BX,PL,1353.20000,45.00000,1398.20000,1
526 187,HART ROZR.I ALTER.4,Towary BX,PL,2563.84000,45.00000,2608.84000,1
526 187,HART ROZR.I ALTER.4,Towary BX,PL,2563.84000,45.00000,2608.84000,1
526 187,HART ROZR.I ALTER.4,Towary BX,PL,2563.84000,45.00000,2608.84000,1
526 188,HART ROZR.I ALTER.4,Towary BX,PL,1987.73000,45.00000,2032.73000,1
526 188,HART ROZR.I ALTER.4,Towary BX,PL,1987.73000,45.00000,2032.73000,1
526 192,HART ROZR.I ALTER.4,Towary BX,PL,919.19000,45.00000,964.19000,1
526 192,HART ROZR.I ALTER.4,Towary BX,PL,919.19000,45.00000,964.19000,1
526 192,HART ROZR.I ALTER.4,Towary BX,PL,919.19000,45.00000,964.19000,1
526 192,HART ROZR.I ALTER.4,Towary BX,PL,919.19000,45.00000,964.19000,2
526 194,HART ROZR.I ALTER.4,Towary BX,PL,1235.28000,45.00000,1280.28000,1
526 194,HART ROZR.I ALTER.4,Towary BX,PL,1235.28000,45.00000,1280.28000,1
526 196,HART ROZR.I ALTER.4,Towary BX,PL,2503.24000,45.00000,2548.24000,1
526 196,HART ROZR.I ALTER.4,Towary BX,PL,2503.24000,45.00000,2548.24000,1
526 207,HART ROZR.I ALTER.4,Towary BX,PL,4829.32000,45.00000,4874.32000,1
526 207,HART ROZR.I ALTER.4,Towary BX,PL,4829.32000,45.00000,4874.32000,1
526 207,HART ROZR.I ALTER.4,Towary BX,PL,4829.32000,45.00000,4874.32000,1
526 212,HART ROZR.I ALTER.4,Towary BX,PL,2174.04000,45.00000,2219.04000,1
526 212,HART ROZR.I ALTER.4,Towary BX,PL,2174.04000,45.00000,2219.04000,1
526 216,HART ROZR.I ALTER.4,Towary BX,PL,2522.81000,45.00000,2567.81000,1
526 216,HART ROZR.I ALTER.4,Towary BX,PL,2522.81000,45.00000,2567.81000,1
526 229,HART ROZR.I ALTER.4,Towary BX,PL,4720.38000,45.00000,4765.38000,1
526 230,HART ROZR.I ALTER.4,Towary BX,PL,3020.73000,45.00000,3065.73000,1
526 230,HART ROZR.I ALTER.4,Towary BX,PL,3020.73000,45.00000,3065.73000,2
526 230,HART ROZR.I ALTER.4,Towary BX,PL,3020.73000,45.00000,3065.73000,1
526 230,HART ROZR.I ALTER.4,Towary BX,PL,3020.73000,45.00000,3065.73000,1
526 230,HART ROZR.I ALTER.4,Towary BX,PL,3020.73000,45.00000,3065.73000,2
526 232,HART ROZR.I ALTER.4,Towary BX,PL,2805.69000,45.00000,2850.69000,1
526 232,HART ROZR.I ALTER.4,Towary BX,PL,2805.69000,45.00000,2850.69000,2
526 232,HART ROZR.I ALTER.4,Towary BX,PL,2805.69000,45.00000,2850.69000,1
526 232,HART ROZR.I ALTER.4,Towary BX,PL,2805.69000,45.00000,2850.69000,1
526 232,HART ROZR.I ALTER.4,Towary BX,PL,2805.69000,45.00000,2850.69000,1
10-0074,AIRSTAL,Towary BX,PL,10956.53000,100.00000,11056.53000,1
10-0655,AIRSTAL,Towary BX,PL,10074.51000,100.00000,10174.51000,1
DC885100,REMY,Towary BX,PL,1289.04000,168.00000,1457.04000,1
DC785833,REMY,Towary BX,HU,5164.84000,264.00000,5428.84000,1
0 986 080 060,BOSCH,Towary BX,PL,9057.10000,400.00000,9457.10000,1
527 241,HART ROZR.I ALTER.4,Towary BX,PL,2437.63000,45.00000,2482.63000,1
305289,LÖBRO,Towary BX,ES,4414.98000,72.00000,4486.98000,1
10-0143,AIRSTAL,Towary BX,PL,11319.63000,100.00000,11419.63000,1
BHN183E,TRW,Towary BX,DE,1798.07000,120.00000,1918.07000,1
BHN183E,TRW,Towary BX,DE,1798.07000,120.00000,1918.07000,1
BHN182E,TRW,Towary BX,DE,3987.86000,120.00000,4107.86000,1
BHN182E,TRW,Towary BX,DE,3987.86000,120.00000,4107.86000,2
BHN182E,TRW,Towary BX,DE,3987.86000,120.00000,4107.86000,1
BHN182E,TRW,Towary BX,DE,3987.86000,120.00000,4107.86000,1
BHN165E,TRW,Towary BX,CZ,1127.10000,120.00000,1247.10000,1
BHN165E,TRW,Towary BX,CZ,1127.10000,120.00000,1247.10000,1
K S01 000 127,BOSCH,Towary BX,PL,11970.16000,300.00000,12270.16000,1
305945,LÖBRO,Towary BX,ES,7288.04000,72.00000,7360.04000,1
305945,LÖBRO,Towary BX,ES,7288.04000,72.00000,7360.04000,1
305945,LÖBRO,Towary BX,ES,7288.04000,72.00000,7360.04000,1
305945,LÖBRO,Towary BX,ES,7288.04000,72.00000,7360.04000,1
305945,LÖBRO,Towary BX,ES,7288.04000,72.00000,7360.04000,2
305948,LÖBRO,Towary BX,ES,10273.03000,72.00000,10345.03000,1
305948,LÖBRO,Towary BX,ES,10273.03000,72.00000,10345.03000,1
305948,LÖBRO,Towary BX,ES,10273.03000,72.00000,10345.03000,1
305948,LÖBRO,Towary BX,ES,10273.03000,72.00000,10345.03000,1
305948,LÖBRO,Towary BX,ES,10273.03000,72.00000,10345.03000,2
305671,LÖBRO,Towary BX,ES,6020.62000,72.00000,6092.62000,1
0 986 435 359,BOSCH,Towary BX,PL,3216.91000,200.00000,3416.91000,3
0 986 435 359,BOSCH,Towary BX,PL,3216.91000,200.00000,3416.91000,2
0 986 435 359,BOSCH,Towary BX,PL,3216.91000,200.00000,3416.91000,6
0 986 435 363,BOSCH,Towary BX,PL,4953.00000,200.00000,5153.00000,1
10-0599,AIRSTAL,Towary BX,PL,7220.62000,100.00000,7320.62000,1
10-0599,AIRSTAL,Towary BX,PL,7220.62000,100.00000,7320.62000,1
10-0708,AIRSTAL,Towary BX,PL,9105.50000,100.00000,9205.50000,1
BHN995E,TRW,Towary BX,DE,8106.96000,360.00000,8466.96000,1
BHN996E,TRW,Towary BX,DE,3483.56000,360.00000,3843.56000,1
BHN996E,TRW,Towary BX,DE,3483.56000,360.00000,3843.56000,1
BHN996E,TRW,Towary BX,DE,3483.56000,360.00000,3843.56000,1
DC884648,REMY,Towary BX,PL,2224.09000,168.00000,2392.09000,1
530 747,HART ROZR.I ALTER.4,Towary BX,PL,2964.36000,45.00000,3009.36000,1
530 747,HART ROZR.I ALTER.4,Towary BX,PL,2964.36000,45.00000,3009.36000,1
530 747,HART ROZR.I ALTER.4,Towary BX,PL,2964.36000,45.00000,3009.36000,1
530 750,HART ROZR.I ALTER.4,Towary BX,PL,2589.35000,45.00000,2634.35000,1
530 786,HART ROZR.I ALTER.4,Towary BX,PL,2424.46000,45.00000,2469.46000,1
530 786,HART ROZR.I ALTER.4,Towary BX,PL,2424.46000,45.00000,2469.46000,1
530 786,HART ROZR.I ALTER.4,Towary BX,PL,2424.46000,45.00000,2469.46000,1
530 786,HART ROZR.I ALTER.4,Towary BX,PL,2424.46000,45.00000,2469.46000,1
530 786,HART ROZR.I ALTER.4,Towary BX,PL,2424.46000,45.00000,2469.46000,1
10-0033,AIRSTAL,Towary BX,PL,4044.57000,100.00000,4144.57000,1
10-0917,AIRSTAL,Towary BX,PL,7575.45000,100.00000,7675.45000,1
10-0917,AIRSTAL,Towary BX,PL,7575.45000,100.00000,7675.45000,1
531 773,HART ROZR.I ALTER.4,Towary BX,PL,2689.58000,45.00000,2734.58000,2
10-1029,AIRSTAL,Towary BX,PL,7330.93000,100.00000,7430.93000,1
10-1403,AIRSTAL,Towary BX,PL,8768.08000,100.00000,8868.08000,1
Жов.67,AIRSTAL,Towary BX,PL,11381.95000,100.00000,11481.95000,1
DC72970,REMY,Towary BX,HU,4687.56000,168.00000,4855.56000,1
DC82794,REMY,Towary BX,PL,3121.11000,96.00000,3217.11000,1
306099,LÖBRO,Towary BX,DE,2243.29000,72.00000,2315.29000,1
10-0678,Airstal,Towary BX,PL,3309.56000,100.00000,3409.56000,1
10-1230,Airstal,Towary BX,PL,9956.23000,100.00000,10056.23000,1
10-1261,Airstal,Towary BX,PL,8593.40000,100.00000,8693.40000,1
10-1628,Airstal,Towary BX,PL,15753.53000,100.00000,15853.53000,1
Жов.98,Airstal,Towary BX,PL,14688.48000,100.00000,14788.48000,1
Жов.44,Airstal,Towary BX,PL,9207.63000,100.00000,9307.63000,1
Жов.97,Airstal,Towary BX,PL,3528.02000,100.00000,3628.02000,1
Жов.89,Airstal,Towary BX,PL,9938.89000,100.00000,10038.89000,1
Жов.89,Airstal,Towary BX,PL,9938.89000,100.00000,10038.89000,1
Жов.86,Airstal,Towary BX,PL,5374.36000,100.00000,5474.36000,1
534 340,HART ROZR.I ALTER.4,Towary BX,PL,5829.61000,45.00000,5874.61000,1
534 342,HART ROZR.I ALTER.4,Towary BX,BE,4241.60000,45.00000,4286.60000,1
534 342,HART ROZR.I ALTER.4,Towary BX,BE,4241.60000,45.00000,4286.60000,1
534 342,HART ROZR.I ALTER.4,Towary BX,BE,4241.60000,45.00000,4286.60000,1
534 346,HART ROZR.I ALTER.4,Towary BX,PL,1587.78000,45.00000,1632.78000,1
534 349,HART ROZR.I ALTER.4,Towary BX,PL,2284.22000,45.00000,2329.22000,1
534 353,HART ROZR.I ALTER.4,Towary BX,PL,3452.39000,45.00000,3497.39000,1
534 353,HART ROZR.I ALTER.4,Towary BX,PL,3452.39000,45.00000,3497.39000,1
534 353,HART ROZR.I ALTER.4,Towary BX,PL,3452.39000,45.00000,3497.39000,1
534 353,HART ROZR.I ALTER.4,Towary BX,PL,3452.39000,45.00000,3497.39000,1
534 353,HART ROZR.I ALTER.4,Towary BX,PL,3452.39000,45.00000,3497.39000,1
534 357,HART ROZR.I ALTER.4,Towary BX,PL,2576.26000,45.00000,2621.26000,1
303592,LÖBRO,Towary BX,DE,2888.33000,72.00000,2960.33000,1
304874,LÖBRO,Towary BX,DE,10435.72000,72.00000,10507.72000,1
304906,LÖBRO,Towary BX,DE,4901.91000,72.00000,4973.91000,1
305436,LÖBRO,Towary BX,DE,8002.73000,72.00000,8074.73000,1
305103,LÖBRO,Towary BX,DE,8799.45000,72.00000,8871.45000,1
304537,LÖBRO,Towary BX,DE,5568.09000,72.00000,5640.09000,1
304922,LÖBRO,Towary BX,DE,5263.33000,72.00000,5335.33000,1
304757,LÖBRO,Półosie,DE,3102.74000,72.00000,3174.74000,1
306150,LÖBRO,Towary BX,DE,12384.99000,72.00000,12456.99000,1
305167,LÖBRO,Towary BX,DE,13088.33000,72.00000,13160.33000,1
305166,LÖBRO,Towary BX,DE,14613.04000,72.00000,14685.04000,1
0 986 134 267,BOSCH,Towary BX,PL,3222.28000,180.00000,3402.28000,1
0 986 435 350,BOSCH,Towary BX,PL,9266.24000,200.00000,9466.24000,1
BHT287E,TRW,Towary BX,DE,11580.76000,360.00000,11940.76000,1
BHS1008E,TRW,Towary BX,CZ,1625.27000,360.00000,1985.27000,1
BHN964E,TRW,Towary BX,CZ,1112.13000,120.00000,1232.13000,1
BHN964E,TRW,Towary BX,CZ,1112.13000,120.00000,1232.13000,1
BHN964E,TRW,Towary BX,CZ,1112.13000,120.00000,1232.13000,1
BHN964E,TRW,Towary BX,CZ,1112.13000,120.00000,1232.13000,1
BHW675E,TRW,Towary BX,CZ,2898.14000,24.00000,2922.14000,1
BHW675E,TRW,Towary BX,CZ,2898.14000,24.00000,2922.14000,1
BHW676E,TRW,Towary BX,CZ,2324.43000,24.00000,2348.43000,1
BHN963E,TRW,Towary BX,CZ,2885.75000,120.00000,3005.75000,1
BHN963E,TRW,Towary BX,CZ,2885.75000,120.00000,3005.75000,1
BHN963E,TRW,Towary BX,CZ,2885.75000,120.00000,3005.75000,1
BHN963E,TRW,Towary BX,CZ,2885.75000,120.00000,3005.75000,1
BHN963E,TRW,Towary BX,CZ,2885.75000,120.00000,3005.75000,1
BHN172E,TRW,Towary BX,CZ,2176.77000,72.00000,2248.77000,1
BHX601E,TRW,Towary BX,GB,3761.40000,120.00000,3881.40000,1
DC82979,REMY,Towary BX,PL,2360.89000,96.00000,2456.89000,1
BHS1457E,TRW,Towary BX,GB,2652.78000,216.00000,2868.78000,1
BHV933E,TRW,Towary BX,DE,5233.89000,216.00000,5449.89000,1
542 265,HART ROZR.I ALTER.4,Towary BX,PL,1994.77000,45.00000,2039.77000,1
542 265,HART ROZR.I ALTER.4,Towary BX,PL,1994.77000,45.00000,2039.77000,1
542 266,HART ROZR.I ALTER.4,Towary BX,PL,4245.63000,45.00000,4290.63000,1
0 986 435 004,BOSCH,Towary BX,PL,10580.80000,200.00000,10780.80000,1
0 986 435 007,BOSCH,Towary BX,PL,2811.13000,200.00000,3011.13000,1
0 986 435 055,BOSCH,Towary BX,PL,2586.19000,200.00000,2786.19000,1
BHQ208E,TRW,Towary BX,DE,3949.31000,216.00000,4165.31000,1
BHN951E,TRW,Towary BX,DE,2768.24000,216.00000,2984.24000,1
BHW652E,TRW,Towary BX,GB,3801.49000,120.00000,3921.49000,1
38034200,TEXTAR,Towary BX,SK,1947.42000,120.00000,2067.42000,1
38120400,TEXTAR,Towary BX,SK,2398.39000,120.00000,2518.39000,1
38120500,TEXTAR,Towary BX,SK,948.88000,120.00000,1068.88000,1
38176800,TEXTAR,Towary BX,GB,2770.18000,120.00000,2890.18000,1
38183400,TEXTAR,Towary BX,SK,3053.83000,120.00000,3173.83000,1
BHV157E,TRW,Towary BX,FR,1645.25000,72.00000,1717.25000,1
0 986 437 096,BOSCH,Towary BX,PL,24751.48000,400.00000,25151.48000,1
0 986 049 460,BOSCH,Towary BX,PL,5027.72000,200.00000,5227.72000,1
BHZ922E,TRW,Towary BX,DE,2837.07000,144.00000,2981.07000,1
DSP1279,REMY,Towary BX,PL,10233.18000,360.00000,10593.18000,1
546 401,HART ROZR.I ALTER.4,Towary BX,PL,1308.74000,45.00000,1353.74000,1
546 442,HART ROZR.I ALTER.4,Towary BX,PL,1922.60000,45.00000,1967.60000,1
546 490,HART ROZR.I ALTER.4,Towary BX,PL,1647.66000,45.00000,1692.66000,1
546 500,HART ROZR.I ALTER.4,Towary BX,PL,2889.14000,45.00000,2934.14000,1
HRD628,DELPHI,Towary BX,GB,7018.98000,250.00000,7268.98000,1
HRD659,DELPHI,Towary BX,GB,12883.26000,250.00000,13133.26000,1
HRD659,DELPHI,Towary BX,GB,12883.26000,250.00000,13133.26000,1
HRD659,DELPHI,Towary BX,GB,12883.26000,250.00000,13133.26000,1
HRD663,DELPHI,Towary BX,GB,10522.06000,250.00000,10772.06000,1
HRD663,DELPHI,Towary BX,GB,10522.06000,250.00000,10772.06000,1
HRD663,DELPHI,Towary BX,GB,10522.06000,250.00000,10772.06000,1
HRD663,DELPHI,Towary BX,GB,10522.06000,250.00000,10772.06000,1
BHS1486E,TRW,Towary BX,DE,6262.10000,216.00000,6478.10000,1
0 986 473 381,BOSCH,Towary BX,PL,3913.78000,160.00000,4073.78000,1
BHN627E,TRW,Towary BX,DE,1236.14000,144.00000,1380.14000,1
548 421,HART ROZR.I ALTER.4,Towary BX,PL,2448.98000,45.00000,2493.98000,1
BHS1065E,TRW,Towary BX,DE,2223.85000,120.00000,2343.85000,1
BHS1064E,TRW,Towary BX,DE,5278.64000,120.00000,5398.64000,1
BHV704E,TRW,Towary BX,DE,3598.54000,120.00000,3718.54000,1
BHX108E,TRW,Zaciski ham.i elemen,DE,1211.97000,72.00000,1283.97000,1
0 986 134 203,BOSCH,Towary BX,PL,4073.32000,180.00000,4253.32000,1
0 986 135 000,BOSCH,Towary BX,PL,2513.80000,180.00000,2693.80000,1
0 986 473 384,BOSCH,Towary BX,PL,2007.57000,180.00000,2187.57000,1
0 986 474 384,BOSCH,Towary BX,PL,2341.26000,180.00000,2521.26000,1
0 986 135 054,BOSCH,Towary BX,PL,6277.39000,180.00000,6457.39000,1
0 986 135 006,BOSCH,Towary BX,PL,4373.25000,180.00000,4553.25000,1
0 986 135 052,BOSCH,Towary BX,PL,3369.16000,180.00000,3549.16000,1
0 986 474 059,BOSCH,Towary BX,PL,2123.17000,120.00000,2243.17000,1
0 986 134 052,BOSCH,Towary BX,PL,1790.38000,180.00000,1970.38000,1
0 986 134 371,BOSCH,Towary BX,PL,1565.00000,120.00000,1685.00000,1
0 986 473 079,BOSCH,Towary BX,PL,2713.49000,120.00000,2833.49000,1
0 986 474 231,BOSCH,Towary BX,PL,2530.81000,120.00000,2650.81000,1
0 986 435 413,BOSCH,Towary BX,PL,9363.35000,200.00000,9563.35000,1
0 986 135 070,BOSCH,Towary BX,PL,1179.19000,180.00000,1359.19000,1
0 986 135 070,BOSCH,Towary BX,PL,1179.19000,180.00000,1359.19000,1
0 986 134 312,BOSCH,Towary BX,PL,1545.30000,180.00000,1725.30000,1
0 986 135 204,BOSCH,Towary BX,PL,4424.71000,180.00000,4604.71000,1
0 986 474 300,BOSCH,Towary BX,PL,1851.85000,160.00000,2011.85000,1
0 986 134 049,BOSCH,Towary BX,PL,4208.37000,160.00000,4368.37000,1
0 986 474 057,BOSCH,Towary BX,PL,1243.87000,120.00000,1363.87000,1
551 436,HART ROZR.I ALTER.4,Towary BX,PL,2113.78000,45.00000,2158.78000,1
552 002,VALEO,Towary BX,PL,1397.81000,45.00000,1442.81000,1
BHS1294E,TRW,Towary BX,DE,3079.85000,24.00000,3103.85000,1
0 986 435 163,BOSCH,Towary BX,PL,2932.37000,200.00000,3132.37000,1
0 986 435 163,BOSCH,Towary BX,PL,2932.37000,200.00000,3132.37000,1
0 986 435 122,BOSCH,Towary BX,PL,3209.10000,200.00000,3409.10000,1
0 986 435 212,BOSCH,Towary BX,PL,10644.90000,200.00000,10844.90000,1
0 986 435 244,BOSCH,Towary BX,PL,10985.26000,200.00000,11185.26000,1
0 986 435 244,BOSCH,Towary BX,PL,10985.26000,200.00000,11185.26000,1
0 986 435 244,BOSCH,Towary BX,PL,10985.26000,200.00000,11185.26000,1
0 986 435 244,BOSCH,Towary BX,PL,10985.26000,200.00000,11185.26000,1
0 986 435 077,BOSCH,Towary BX,PL,9271.66000,200.00000,9471.66000,1
0 986 435 150,BOSCH,Towary BX,PL,5713.75000,200.00000,5913.75000,1
0 986 435 356,BOSCH,Towary BX,PL,5745.30000,200.00000,5945.30000,1
0 986 435 356,BOSCH,Towary BX,PL,5745.30000,200.00000,5945.30000,2
0 986 435 356,BOSCH,Towary BX,PL,5745.30000,200.00000,5945.30000,1
0 986 435 356,BOSCH,Towary BX,PL,5745.30000,200.00000,5945.30000,1
0 986 435 355,BOSCH,Towary BX,PL,10718.19000,200.00000,10918.19000,1
0 986 435 355,BOSCH,Towary BX,PL,10718.19000,200.00000,10918.19000,1
0 986 435 355,BOSCH,Towary BX,PL,10718.19000,200.00000,10918.19000,3
0 986 435 360,BOSCH,Towary BX,PL,6621.60000,200.00000,6821.60000,4
0 986 435 364,BOSCH,Towary BX,PL,5736.05000,200.00000,5936.05000,2
0 986 435 402,BOSCH,Towary BX,PL,6014.12000,200.00000,6214.12000,1
0 986 435 394,BOSCH,Towary BX,PL,4800.89000,200.00000,5000.89000,4
0 986 435 411,BOSCH,Towary BX,PL,15558.28000,200.00000,15758.28000,1
0 986 435 369,BOSCH,Towary BX,PL,12190.47000,200.00000,12390.47000,1
0 986 435 369,BOSCH,Towary BX,PL,12190.47000,200.00000,12390.47000,1
DT0445110251,DIESEL TECH,Towary BX,ES,2390.64000,240.00000,2630.64000,1
DT0445110251,DIESEL TECH,Towary BX,ES,2390.64000,240.00000,2630.64000,1
DT0445110251,DIESEL TECH,Towary BX,ES,2390.64000,240.00000,2630.64000,1
DT0445110251,DIESEL TECH,Towary BX,ES,2390.64000,240.00000,2630.64000,1
DT0445110251,DIESEL TECH,Towary BX,ES,2390.64000,240.00000,2630.64000,1
DT0445110252,DIESEL TECH,Towary BX,ES,7883.56000,240.00000,8123.56000,1
DT0445110252,DIESEL TECH,Towary BX,ES,7883.56000,240.00000,8123.56000,1
DT0445110252,DIESEL TECH,Towary BX,ES,7883.56000,240.00000,8123.56000,1
DT0445110252,DIESEL TECH,Towary BX,ES,7883.56000,240.00000,8123.56000,1
DT0445110252,DIESEL TECH,Towary BX,ES,7883.56000,240.00000,8123.56000,1
DT0445110296,DIESEL TECH,Towary BX,ES,3484.43000,240.00000,3724.43000,1
DT0445110296,DIESEL TECH,Towary BX,ES,3484.43000,240.00000,3724.43000,1
DT0445110059,DIESEL TECH,Towary BX,ES,5667.07000,240.00000,5907.07000,1
DT0445110176,DIESEL TECH,Towary BX,ES,9030.60000,240.00000,9270.60000,1
